NDC,CUI_L1_NAME,BRAND_GENERIC,CUI_L2_NAME_ARRAY,INGREDIENT_NAME_ARRAY,BRANDED_INGREDIENT_NAME_ARRAY,PKG_STRENGTH,PKG_QTY,STRENGTH_MG,DFG_NAME_ARRAY,DF_NAME_ARRAY,PIN_NAME_ARRAY,ALL_INGREDIENTS
52565001859,clindamycin 10 mg/ml topical solution,generic,"[
  ""clindamycin 10 mg/ml""
]","[
  ""clindamycin""
]",[],10 MG/ML,,10.0,"[
  ""Topical Product""
]","[
  ""clindamycin Topical Product""
]","[
  ""clindamycin palmitate"",
  ""clindamycin phosphate"",
  ""clindamycin hydrochloride"",
  ""clindamycin palmitate hydrochloride""
]",clindamycin
52565001951,augmented betamethasone 0.0005 mg/mg topical ointment,generic,"[
  ""betamethasone 0.0005 mg/mg""
]","[
  ""betamethasone""
]",[],0.0005 MG/MG,,0.0,"[
  ""Topical Product""
]","[
  ""betamethasone Topical Product""
]","[
  ""betamethasone acetate"",
  ""betamethasone benzoate"",
  ""betamethasone dipropionate"",
  ""betamethasone sodium phosphate"",
  ""betamethasone dipropionate, augmented"",
  ""betamethasone valerate""
]",betamethasone
52565002015,fluocinolone acetonide 0.25 mg/ml topical cream,generic,"[
  ""fluocinolone acetonide 0.25 mg/ml""
]","[
  ""fluocinolone""
]",[],0.25 MG/ML,,0.3,"[
  ""Topical Product""
]","[
  ""fluocinolone Topical Product""
]","[
  ""fluocinolone acetonide""
]",fluocinolone
52565002060,fluocinolone acetonide 0.25 mg/ml topical cream,generic,"[
  ""fluocinolone acetonide 0.25 mg/ml""
]","[
  ""fluocinolone""
]",[],0.25 MG/ML,,0.3,"[
  ""Topical Product""
]","[
  ""fluocinolone Topical Product""
]","[
  ""fluocinolone acetonide""
]",fluocinolone
52565002230,econazole nitrate 10 mg/ml topical cream,generic,"[
  ""econazole nitrate 10 mg/ml""
]","[
  ""econazole""
]",[],10 MG/ML,,10.0,"[
  ""Topical Product""
]","[
  ""econazole Topical Product""
]","[
  ""econazole nitrate""
]",econazole
52565002285,econazole nitrate 10 mg/ml topical cream,generic,"[
  ""econazole nitrate 10 mg/ml""
]","[
  ""econazole""
]",[],10 MG/ML,,10.0,"[
  ""Topical Product""
]","[
  ""econazole Topical Product""
]","[
  ""econazole nitrate""
]",econazole
52565002359,augmented betamethasone 0.5 mg/ml topical lotion,generic,"[
  ""betamethasone 0.5 mg/ml""
]","[
  ""betamethasone""
]",[],0.5 MG/ML,,0.5,"[
  ""Topical Product""
]","[
  ""betamethasone Topical Product""
]","[
  ""betamethasone acetate"",
  ""betamethasone benzoate"",
  ""betamethasone dipropionate"",
  ""betamethasone sodium phosphate"",
  ""betamethasone dipropionate, augmented"",
  ""betamethasone valerate""
]",betamethasone
52565004215,nystatin 100 unt/mg / triamcinolone acetonide 0.001 mg/mg topical ointment,generic,"[
  ""nystatin 100 unt/mg"",
  ""triamcinolone acetonide 0.001 mg/mg""
]","[
  ""nystatin"",
  ""triamcinolone""
]",[],100 UNT/MG / 0.001 MG/MG,,100.0,"[
  ""Topical Product""
]","[
  ""nystatin / triamcinolone Topical Product""
]",,nystatin || triamcinolone
52565005115,clobetasol propionate 0.5 mg/ml topical cream,generic,"[
  ""clobetasol propionate 0.5 mg/ml""
]","[
  ""clobetasol""
]",[],0.5 MG/ML,,0.5,"[
  ""Topical Product""
]","[
  ""clobetasol Topical Product""
]","[
  ""clobetasol propionate""
]",clobetasol
52565005145,clobetasol propionate 0.5 mg/ml topical cream,generic,"[
  ""clobetasol propionate 0.5 mg/ml""
]","[
  ""clobetasol""
]",[],0.5 MG/ML,,0.5,"[
  ""Topical Product""
]","[
  ""clobetasol Topical Product""
]","[
  ""clobetasol propionate""
]",clobetasol
52565005160,clobetasol propionate 0.5 mg/ml topical cream,generic,"[
  ""clobetasol propionate 0.5 mg/ml""
]","[
  ""clobetasol""
]",[],0.5 MG/ML,,0.5,"[
  ""Topical Product""
]","[
  ""clobetasol Topical Product""
]","[
  ""clobetasol propionate""
]",clobetasol
52565005415,fluocinonide 0.0005 mg/mg topical gel,generic,"[
  ""fluocinonide 0.0005 mg/mg""
]","[
  ""fluocinonide""
]",[],0.0005 MG/MG,,0.0,"[
  ""Topical Product""
]","[
  ""fluocinonide Topical Product""
]",,fluocinonide
52565005504,clobetasol propionate 0.5 mg/ml topical lotion,generic,"[
  ""clobetasol propionate 0.5 mg/ml""
]","[
  ""clobetasol""
]",[],0.5 MG/ML,,0.5,"[
  ""Topical Product""
]","[
  ""clobetasol Topical Product""
]","[
  ""clobetasol propionate""
]",clobetasol
52565005615,triamcinolone acetonide 1 mg/ml topical cream,generic,"[
  ""triamcinolone acetonide 1 mg/ml""
]","[
  ""triamcinolone""
]",[],1 MG/ML,,1.0,"[
  ""Topical Product""
]","[
  ""triamcinolone Topical Product""
]","[
  ""triamcinolone acetonide"",
  ""triamcinolone diacetate"",
  ""triamcinolone acetonide 21-dipotassium phosphate"",
  ""triamcinolone hexacetonide""
]",triamcinolone
52565005626,triamcinolone acetonide 1 mg/ml topical cream,generic,"[
  ""triamcinolone acetonide 1 mg/ml""
]","[
  ""triamcinolone""
]",[],1 MG/ML,,1.0,"[
  ""Topical Product""
]","[
  ""triamcinolone Topical Product""
]","[
  ""triamcinolone acetonide"",
  ""triamcinolone diacetate"",
  ""triamcinolone acetonide 21-dipotassium phosphate"",
  ""triamcinolone hexacetonide""
]",triamcinolone
52565005630,triamcinolone acetonide 1 mg/ml topical cream,generic,"[
  ""triamcinolone acetonide 1 mg/ml""
]","[
  ""triamcinolone""
]",[],1 MG/ML,,1.0,"[
  ""Topical Product""
]","[
  ""triamcinolone Topical Product""
]","[
  ""triamcinolone acetonide"",
  ""triamcinolone diacetate"",
  ""triamcinolone acetonide 21-dipotassium phosphate"",
  ""triamcinolone hexacetonide""
]",triamcinolone
52565007315,halobetasol propionate 0.0005 mg/mg topical ointment,generic,"[
  ""halobetasol propionate 0.0005 mg/mg""
]","[
  ""halobetasol""
]",[],0.0005 MG/MG (expressed as halobetasol propionate),,0.0,"[
  ""Topical Product""
]","[
  ""halobetasol Topical Product""
]","[
  ""halobetasol propionate""
]",halobetasol
52565007351,halobetasol propionate 0.0005 mg/mg topical ointment,generic,"[
  ""halobetasol propionate 0.0005 mg/mg""
]","[
  ""halobetasol""
]",[],0.0005 MG/MG (expressed as halobetasol propionate),,0.0,"[
  ""Topical Product""
]","[
  ""halobetasol Topical Product""
]","[
  ""halobetasol propionate""
]",halobetasol
52565009030,gentamicin 0.001 mg/mg topical ointment,generic,"[
  ""gentamicin 0.001 mg/mg""
]","[
  ""gentamicin""
]",[],0.001 MG/MG,,0.0,"[
  ""Topical Product""
]","[
  ""gentamicin Topical Product""
]","[
  ""gentamicin sulfate""
]",gentamicin
52565009415,clobetasol propionate 0.5 mg/ml topical cream,generic,"[
  ""clobetasol propionate 0.5 mg/ml""
]","[
  ""clobetasol""
]",[],0.5 MG/ML,,0.5,"[
  ""Topical Product""
]","[
  ""clobetasol Topical Product""
]","[
  ""clobetasol propionate""
]",clobetasol
52565009415,emollient clobetasol propionate 0.5 mg/ml topical cream,generic,"[
  ""clobetasol propionate 0.5 mg/ml""
]","[
  ""clobetasol""
]",[],0.5 MG/ML,,0.5,"[
  ""Topical Product""
]","[
  ""clobetasol Topical Product""
]","[
  ""clobetasol propionate""
]",clobetasol
29300015501,24 hr alfuzosin hydrochloride 10 mg extended release oral tablet,generic,"[
  ""alfuzosin hydrochloride 10 mg""
]","[
  ""alfuzosin""
]",[],10 MG,24 HR,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""alfuzosin Oral Product"",
  ""alfuzosin Pill""
]","[
  ""alfuzosin hydrochloride""
]",alfuzosin
29300016815,tizanidine 2 mg oral tablet,generic,"[
  ""tizanidine 2 mg""
]","[
  ""tizanidine""
]",[],2 MG,,2.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""tizanidine Oral Product"",
  ""tizanidine Pill""
]","[
  ""tizanidine hydrochloride""
]",tizanidine
29300016915,tizanidine 4 mg oral tablet,generic,"[
  ""tizanidine 4 mg""
]","[
  ""tizanidine""
]",[],4 MG,,4.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""tizanidine Oral Product"",
  ""tizanidine Pill""
]","[
  ""tizanidine hydrochloride""
]",tizanidine
29300017116,memantine hydrochloride 5 mg oral tablet,generic,"[
  ""memantine hydrochloride 5 mg""
]","[
  ""memantine""
]",[],5 MG,,5.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""memantine Oral Product"",
  ""memantine Pill""
]","[
  ""memantine hydrochloride""
]",memantine
29300017216,memantine hydrochloride 10 mg oral tablet,generic,"[
  ""memantine hydrochloride 10 mg""
]","[
  ""memantine""
]",[],10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""memantine Oral Product"",
  ""memantine Pill""
]","[
  ""memantine hydrochloride""
]",memantine
29300022010,montelukast 10 mg oral tablet,generic,"[
  ""montelukast 10 mg""
]","[
  ""montelukast""
]",[],10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""montelukast Oral Product"",
  ""montelukast Pill""
]","[
  ""montelukast sodium""
]",montelukast
29300022019,montelukast 10 mg oral tablet,generic,"[
  ""montelukast 10 mg""
]","[
  ""montelukast""
]",[],10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""montelukast Oral Product"",
  ""montelukast Pill""
]","[
  ""montelukast sodium""
]",montelukast
29300022601,metronidazole 250 mg oral tablet,generic,"[
  ""metronidazole 250 mg""
]","[
  ""metronidazole""
]",[],250 MG,,250.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""metronidazole Oral Product"",
  ""metronidazole Pill""
]","[
  ""metronidazole benzoate"",
  ""metronidazole hydrochloride""
]",metronidazole
29300022701,metronidazole 500 mg oral tablet,generic,"[
  ""metronidazole 500 mg""
]","[
  ""metronidazole""
]",[],500 MG,,500.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""metronidazole Oral Product"",
  ""metronidazole Pill""
]","[
  ""metronidazole benzoate"",
  ""metronidazole hydrochloride""
]",metronidazole
29300022705,metronidazole 500 mg oral tablet,generic,"[
  ""metronidazole 500 mg""
]","[
  ""metronidazole""
]",[],500 MG,,500.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""metronidazole Oral Product"",
  ""metronidazole Pill""
]","[
  ""metronidazole benzoate"",
  ""metronidazole hydrochloride""
]",metronidazole
29300024110,amlodipine 2.5 mg oral tablet,generic,"[
  ""amlodipine 2.5 mg""
]","[
  ""amlodipine""
]",[],2.5 MG,,2.5,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""amlodipine Oral Product"",
  ""amlodipine Pill""
]","[
  ""amlodipine besylate"",
  ""amlodipine benzoate""
]",amlodipine
29300024119,amlodipine 2.5 mg oral tablet,generic,"[
  ""amlodipine 2.5 mg""
]","[
  ""amlodipine""
]",[],2.5 MG,,2.5,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""amlodipine Oral Product"",
  ""amlodipine Pill""
]","[
  ""amlodipine besylate"",
  ""amlodipine benzoate""
]",amlodipine
29300024205,amlodipine 5 mg oral tablet,generic,"[
  ""amlodipine 5 mg""
]","[
  ""amlodipine""
]",[],5 MG,,5.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""amlodipine Oral Product"",
  ""amlodipine Pill""
]","[
  ""amlodipine besylate"",
  ""amlodipine benzoate""
]",amlodipine
29300024210,amlodipine 5 mg oral tablet,generic,"[
  ""amlodipine 5 mg""
]","[
  ""amlodipine""
]",[],5 MG,,5.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""amlodipine Oral Product"",
  ""amlodipine Pill""
]","[
  ""amlodipine besylate"",
  ""amlodipine benzoate""
]",amlodipine
29300024219,amlodipine 5 mg oral tablet,generic,"[
  ""amlodipine 5 mg""
]","[
  ""amlodipine""
]",[],5 MG,,5.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""amlodipine Oral Product"",
  ""amlodipine Pill""
]","[
  ""amlodipine besylate"",
  ""amlodipine benzoate""
]",amlodipine
29300024305,amlodipine 10 mg oral tablet,generic,"[
  ""amlodipine 10 mg""
]","[
  ""amlodipine""
]",[],10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""amlodipine Oral Product"",
  ""amlodipine Pill""
]","[
  ""amlodipine besylate"",
  ""amlodipine benzoate""
]",amlodipine
29300024310,amlodipine 10 mg oral tablet,generic,"[
  ""amlodipine 10 mg""
]","[
  ""amlodipine""
]",[],10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""amlodipine Oral Product"",
  ""amlodipine Pill""
]","[
  ""amlodipine besylate"",
  ""amlodipine benzoate""
]",amlodipine
29300024319,amlodipine 10 mg oral tablet,generic,"[
  ""amlodipine 10 mg""
]","[
  ""amlodipine""
]",[],10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""amlodipine Oral Product"",
  ""amlodipine Pill""
]","[
  ""amlodipine besylate"",
  ""amlodipine benzoate""
]",amlodipine
29300024601,buspirone hydrochloride 15 mg oral tablet,generic,"[
  ""buspirone hydrochloride 15 mg""
]","[
  ""buspirone""
]",[],15 MG (expressed as buspirone hydrochloride),,15.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""buspirone Oral Product"",
  ""buspirone Pill""
]","[
  ""buspirone hydrochloride""
]",buspirone
29300034905,allopurinol 100 mg oral tablet,generic,"[
  ""allopurinol 100 mg""
]","[
  ""allopurinol""
]",[],100 MG,,100.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""allopurinol Oral Product"",
  ""allopurinol Pill""
]","[
  ""allopurinol sodium""
]",allopurinol
29300035001,allopurinol 300 mg oral tablet,generic,"[
  ""allopurinol 300 mg""
]","[
  ""allopurinol""
]",[],300 MG,,300.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""allopurinol Oral Product"",
  ""allopurinol Pill""
]","[
  ""allopurinol sodium""
]",allopurinol
29300035505,tramadol hydrochloride 50 mg oral tablet,generic,"[
  ""tramadol hydrochloride 50 mg""
]","[
  ""tramadol""
]",[],50 MG (expressed as tramadol hydrochloride),,50.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""tramadol Oral Product"",
  ""tramadol Pill""
]","[
  ""tramadol hydrochloride""
]",tramadol
29300035510,tramadol hydrochloride 50 mg oral tablet,generic,"[
  ""tramadol hydrochloride 50 mg""
]","[
  ""tramadol""
]",[],50 MG (expressed as tramadol hydrochloride),,50.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""tramadol Oral Product"",
  ""tramadol Pill""
]","[
  ""tramadol hydrochloride""
]",tramadol
29300035905,amiodarone hydrochloride 200 mg oral tablet,generic,"[
  ""amiodarone hydrochloride 200 mg""
]","[
  ""amiodarone""
]",[],200 MG,,200.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""amiodarone Oral Product"",
  ""amiodarone Pill""
]","[
  ""amiodarone hydrochloride""
]",amiodarone
29300039610,amlodipine 2.5 mg oral tablet,generic,"[
  ""amlodipine 2.5 mg""
]","[
  ""amlodipine""
]",[],2.5 MG,,2.5,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""amlodipine Oral Product"",
  ""amlodipine Pill""
]","[
  ""amlodipine besylate"",
  ""amlodipine benzoate""
]",amlodipine
29300039710,amlodipine 5 mg oral tablet,generic,"[
  ""amlodipine 5 mg""
]","[
  ""amlodipine""
]",[],5 MG,,5.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""amlodipine Oral Product"",
  ""amlodipine Pill""
]","[
  ""amlodipine besylate"",
  ""amlodipine benzoate""
]",amlodipine
29300039805,amlodipine 10 mg oral tablet,generic,"[
  ""amlodipine 10 mg""
]","[
  ""amlodipine""
]",[],10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""amlodipine Oral Product"",
  ""amlodipine Pill""
]","[
  ""amlodipine besylate"",
  ""amlodipine benzoate""
]",amlodipine
29300039810,amlodipine 10 mg oral tablet,generic,"[
  ""amlodipine 10 mg""
]","[
  ""amlodipine""
]",[],10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""amlodipine Oral Product"",
  ""amlodipine Pill""
]","[
  ""amlodipine besylate"",
  ""amlodipine benzoate""
]",amlodipine
29300041101,atenolol 50 mg oral tablet,generic,"[
  ""atenolol 50 mg""
]","[
  ""atenolol""
]",[],50 MG,,50.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""atenolol Oral Product"",
  ""atenolol Pill""
]",,atenolol
29300041301,cyclobenzaprine hydrochloride 5 mg oral tablet,generic,"[
  ""cyclobenzaprine hydrochloride 5 mg""
]","[
  ""cyclobenzaprine""
]",[],5 MG,,5.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""cyclobenzaprine Oral Product"",
  ""cyclobenzaprine Pill""
]","[
  ""cyclobenzaprine hydrochloride""
]",cyclobenzaprine
29300041319,cyclobenzaprine hydrochloride 5 mg oral tablet,generic,"[
  ""cyclobenzaprine hydrochloride 5 mg""
]","[
  ""cyclobenzaprine""
]",[],5 MG,,5.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""cyclobenzaprine Oral Product"",
  ""cyclobenzaprine Pill""
]","[
  ""cyclobenzaprine hydrochloride""
]",cyclobenzaprine
29300041501,cyclobenzaprine hydrochloride 10 mg oral tablet,generic,"[
  ""cyclobenzaprine hydrochloride 10 mg""
]","[
  ""cyclobenzaprine""
]",[],10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""cyclobenzaprine Oral Product"",
  ""cyclobenzaprine Pill""
]","[
  ""cyclobenzaprine hydrochloride""
]",cyclobenzaprine
29300041510,cyclobenzaprine hydrochloride 10 mg oral tablet,generic,"[
  ""cyclobenzaprine hydrochloride 10 mg""
]","[
  ""cyclobenzaprine""
]",[],10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""cyclobenzaprine Oral Product"",
  ""cyclobenzaprine Pill""
]","[
  ""cyclobenzaprine hydrochloride""
]",cyclobenzaprine
29336020025,metronidazole 0.0075 mg/mg vaginal gel [metrogel],brand,"[
  ""metronidazole 0.0075 mg/mg [metrogel]""
]","[
  ""metronidazole""
]","[
  ""MetroGel""
]",0.0075 MG/MG,,0.0,"[
  ""Vaginal Product""
]","[
  ""MetroGel Vaginal Product""
]","[
  ""metronidazole benzoate"",
  ""metronidazole hydrochloride""
]",metronidazole || MetroGel
00603448521,methocarbamol 500 mg oral tablet,generic,"[
  ""methocarbamol 500 mg""
]","[
  ""methocarbamol""
]",[],500 MG,,500.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""methocarbamol Oral Product"",
  ""methocarbamol Pill""
]",,methocarbamol
00603448528,methocarbamol 500 mg oral tablet,generic,"[
  ""methocarbamol 500 mg""
]","[
  ""methocarbamol""
]",[],500 MG,,500.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""methocarbamol Oral Product"",
  ""methocarbamol Pill""
]",,methocarbamol
00603448621,methocarbamol 750 mg oral tablet,generic,"[
  ""methocarbamol 750 mg""
]","[
  ""methocarbamol""
]",[],750 MG,,750.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""methocarbamol Oral Product"",
  ""methocarbamol Pill""
]",,methocarbamol
00603448628,methocarbamol 750 mg oral tablet,generic,"[
  ""methocarbamol 750 mg""
]","[
  ""methocarbamol""
]",[],750 MG,,750.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""methocarbamol Oral Product"",
  ""methocarbamol Pill""
]",,methocarbamol
00603448632,methocarbamol 750 mg oral tablet,generic,"[
  ""methocarbamol 750 mg""
]","[
  ""methocarbamol""
]",[],750 MG,,750.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""methocarbamol Oral Product"",
  ""methocarbamol Pill""
]",,methocarbamol
00603459315,{21 (methylprednisolone 4 mg oral tablet) } pack,generic,"[
  ""methylprednisolone 4 mg""
]","[
  ""methylprednisolone""
]",[],,,,,,"[
  ""methylprednisolone acetate"",
  ""methylprednisolone sodium succinate"",
  ""methylprednisolone sodium phosphate"",
  ""methylprednisolone aceponate""
]",methylprednisolone
00603459321,methylprednisolone 4 mg oral tablet,generic,"[
  ""methylprednisolone 4 mg""
]","[
  ""methylprednisolone""
]",[],4 MG,,4.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""methylprednisolone Oral Product"",
  ""methylprednisolone Pill""
]","[
  ""methylprednisolone acetate"",
  ""methylprednisolone sodium succinate"",
  ""methylprednisolone sodium phosphate"",
  ""methylprednisolone aceponate""
]",methylprednisolone
00603465502,montelukast 10 mg oral tablet,generic,"[
  ""montelukast 10 mg""
]","[
  ""montelukast""
]",[],10 MG,,10.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""montelukast Oral Product"",
  ""montelukast Pill""
]","[
  ""montelukast sodium""
]",montelukast
00603498221,acetaminophen 325 mg / oxycodone hydrochloride 10 mg oral tablet,generic,"[
  ""oxycodone hydrochloride 10 mg"",
  ""acetaminophen 325 mg""
]","[
  ""acetaminophen"",
  ""oxycodone""
]",[],325 MG / 10 MG,,325.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""acetaminophen / oxycodone Oral Product"",
  ""acetaminophen / oxycodone Pill""
]",,acetaminophen || oxycodone
00603499121,oxycodone hydrochloride 15 mg oral tablet,generic,"[
  ""oxycodone hydrochloride 15 mg""
]","[
  ""oxycodone""
]",[],15 MG,,15.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""oxycodone Oral Product"",
  ""oxycodone Pill""
]","[
  ""oxycodone terephthalate"",
  ""oxycodone hydrochloride""
]",oxycodone
00603499221,oxycodone hydrochloride 30 mg oral tablet,generic,"[
  ""oxycodone hydrochloride 30 mg""
]","[
  ""oxycodone""
]",[],30 MG,,30.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""oxycodone Oral Product"",
  ""oxycodone Pill""
]","[
  ""oxycodone terephthalate"",
  ""oxycodone hydrochloride""
]",oxycodone
00603499821,acetaminophen 325 mg / oxycodone hydrochloride 5 mg oral tablet,generic,"[
  ""oxycodone hydrochloride 5 mg"",
  ""acetaminophen 325 mg""
]","[
  ""acetaminophen"",
  ""oxycodone""
]",[],325 MG / 5 MG,,325.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""acetaminophen / oxycodone Oral Product"",
  ""acetaminophen / oxycodone Pill""
]",,acetaminophen || oxycodone
00603499828,acetaminophen 325 mg / oxycodone hydrochloride 5 mg oral tablet,generic,"[
  ""oxycodone hydrochloride 5 mg"",
  ""acetaminophen 325 mg""
]","[
  ""acetaminophen"",
  ""oxycodone""
]",[],325 MG / 5 MG,,325.0,"[
  ""Oral Product"",
  ""Pill""
]","[
  ""acetaminophen / oxycodone Oral Product"",
  ""acetaminophen / oxycodone Pill""
]",,acetaminophen || oxycodone
