CODE,CODE_ORIG,CODE_DESCRIPTION
N920,N92.0,Excessive and frequent menstruation with regular cycle
N921,N92.1,Excessive and frequent menstruation with irregular cycle
N924,N92.4,Excessive bleeding in the premenopausal period
N925,N92.5,Other specified irregular menstruation
N926,N92.6,"Irregular menstruation, unspecified"
N930,N93.0,Postcoital and contact bleeding
N938,N93.8,Other specified abnormal uterine and vaginal bleeding
N939,N93.9,"Abnormal uterine and vaginal bleeding, unspecified"
N941,N94.1,Dyspareunia
N9410,N94.10,Unspecified dyspareunia
N942,N94.2,Vaginismus
N943,N94.3,Premenstrual tension syndrome
N946,N94.6,"Dysmenorrhea, unspecified"
N9489,N94.89,Other specified conditions associated with female genital organs and menstrual cycle
N949,N94.9,Unspecified condition associated with female genital organs and menstrual cycle
N950,N95.0,Postmenopausal bleeding
N951,N95.1,Menopausal and female climacteric states
N952,N95.2,Postmenopausal atrophic vaginitis
N958,N95.8,Other specified menopausal and perimenopausal disorders
N959,N95.9,Unspecified menopausal and perimenopausal disorder
N96,N96,Recurrent pregnancy loss
N970,N97.0,Female infertility associated with anovulation
N978,N97.8,Female infertility of other origin
N979,N97.9,"Female infertility, unspecified"
N99842,N99.842,Postprocedural seroma of a genitourinary system organ or structure following a genitourinary system procedure
N9989,N99.89,Other postprocedural complications and disorders of genitourinary system
O001,O00.1,Tubal pregnancy
O009,O00.9,"Ectopic pregnancy, unspecified"
O020,O02.0,Blighted ovum and nonhydatidiform mole
O021,O02.1,Missed abortion
O034,O03.4,Incomplete spontaneous abortion without complication
S12600A,S12.600A,"Unspecified displaced fracture of seventh cervical vertebra, initial encounter for closed fracture"
S12600D,S12.600D,"Unspecified displaced fracture of seventh cervical vertebra, subsequent encounter for fracture with routine healing"
S12601A,S12.601A,"Unspecified nondisplaced fracture of seventh cervical vertebra, initial encounter for closed fracture"
S12690A,S12.690A,"Other displaced fracture of seventh cervical vertebra, initial encounter for closed fracture"
S12690D,S12.690D,"Other displaced fracture of seventh cervical vertebra, subsequent encounter for fracture with routine healing"
S129XXA,S12.9XXA,"Fracture of neck, unspecified, initial encounter"
S129XXD,S12.9XXD,"Fracture of neck, unspecified, subsequent encounter"
S129XXS,S12.9XXS,"Fracture of neck, unspecified, sequela"
S13120A,S13.120A,"Subluxation of C1/C2 cervical vertebrae, initial encounter"
S13120D,S13.120D,"Subluxation of C1/C2 cervical vertebrae, subsequent encounter"
S13131A,S13.131A,"Dislocation of C2/C3 cervical vertebrae, initial encounter"
S13131D,S13.131D,"Dislocation of C2/C3 cervical vertebrae, subsequent encounter"
S13160D,S13.160D,"Subluxation of C5/C6 cervical vertebrae, subsequent encounter"
S13170A,S13.170A,"Subluxation of C6/C7 cervical vertebrae, initial encounter"
S134XXA,S13.4XXA,"Sprain of ligaments of cervical spine, initial encounter"
S134XXD,S13.4XXD,"Sprain of ligaments of cervical spine, subsequent encounter"
S138XXA,S13.8XXA,"Sprain of joints and ligaments of other parts of neck, initial encounter"
S139XXA,S13.9XXA,"Sprain of joints and ligaments of unspecified parts of neck, initial encounter"
S139XXD,S13.9XXD,"Sprain of joints and ligaments of unspecified parts of neck, subsequent encounter"
S161XXA,S16.1XXA,"Strain of muscle, fascia and tendon at neck level, initial encounter"
S161XXD,S16.1XXD,"Strain of muscle, fascia and tendon at neck level, subsequent encounter"
S199XXA,S19.9XXA,"Unspecified injury of neck, initial encounter"
S20211A,S20.211A,"Contusion of right front wall of thorax, initial encounter"
S20211D,S20.211D,"Contusion of right front wall of thorax, subsequent encounter"
S20212A,S20.212A,"Contusion of left front wall of thorax, initial encounter"
S20219A,S20.219A,"Contusion of unspecified front wall of thorax, initial encounter"
S20219D,S20.219D,"Contusion of unspecified front wall of thorax, subsequent encounter"
S20221A,S20.221A,"Contusion of right back wall of thorax, initial encounter"
S20222A,S20.222A,"Contusion of left back wall of thorax, initial encounter"
S59292A,S59.292A,"Other physeal fracture of lower end of radius, left arm, initial encounter for closed fracture"
S59901A,S59.901A,"Unspecified injury of right elbow, initial encounter"
S59902A,S59.902A,"Unspecified injury of left elbow, initial encounter"
S59911A,S59.911A,"Unspecified injury of right forearm, initial encounter"
S6000XA,S60.00XA,"Contusion of unspecified finger without damage to nail, initial encounter"
S60041A,S60.041A,"Contusion of right ring finger without damage to nail, initial encounter"
S60221A,S60.221A,"Contusion of right hand, initial encounter"
S60221S,S60.221S,"Contusion of right hand, sequela"
S60222A,S60.222A,"Contusion of left hand, initial encounter"
S60412A,S60.412A,"Abrasion of right middle finger, initial encounter"
S60419,S60.419,Abrasion of unspecified finger
S60419A,S60.419A,"Abrasion of unspecified finger, initial encounter"
S60445D,S60.445D,"External constriction of left ring finger, subsequent encounter"
S60511A,S60.511A,"Abrasion of right hand, initial encounter"
S60512A,S60.512A,"Abrasion of left hand, initial encounter"
S60922A,S60.922A,"Unspecified superficial injury of left hand, initial encounter"
S61011A,S61.011A,"Laceration without foreign body of right thumb without damage to nail, initial encounter"
S61012A,S61.012A,"Laceration without foreign body of left thumb without damage to nail, initial encounter"
S61031A,S61.031A,"Puncture wound without foreign body of right thumb without damage to nail, initial encounter"
S61112A,S61.112A,"Laceration without foreign body of left thumb with damage to nail, initial encounter"
S61205A,S61.205A,"Unspecified open wound of left ring finger without damage to nail, initial encounter"
S61209A,S61.209A,"Unspecified open wound of unspecified finger without damage to nail, initial encounter"
S61209D,S61.209D,"Unspecified open wound of unspecified finger without damage to nail, subsequent encounter"
S61210A,S61.210A,"Laceration without foreign body of right index finger without damage to nail, initial encounter"
S61211A,S61.211A,"Laceration without foreign body of left index finger without damage to nail, initial encounter"
S61214A,S61.214A,"Laceration without foreign body of right ring finger without damage to nail, initial encounter"
S61215A,S61.215A,"Laceration without foreign body of left ring finger without damage to nail, initial encounter"
S61216A,S61.216A,"Laceration without foreign body of right little finger without damage to nail, initial encounter"
S61219A,S61.219A,"Laceration without foreign body of unspecified finger without damage to nail, initial encounter"
S61230A,S61.230A,"Puncture wound without foreign body of right index finger without damage to nail, initial encounter"
S63501A,S63.501A,"Unspecified sprain of right wrist, initial encounter"
S63502A,S63.502A,"Unspecified sprain of left wrist, initial encounter"
S63522A,S63.522A,"Sprain of radiocarpal joint of left wrist, initial encounter"
S63522D,S63.522D,"Sprain of radiocarpal joint of left wrist, subsequent encounter"
S63591A,S63.591A,"Other specified sprain of right wrist, initial encounter"
S63592A,S63.592A,"Other specified sprain of left wrist, initial encounter"
S63601A,S63.601A,"Unspecified sprain of right thumb, initial encounter"
S63602A,S63.602A,"Unspecified sprain of left thumb, initial encounter"
S63611A,S63.611A,"Unspecified sprain of left index finger, initial encounter"
S63615A,S63.615A,"Unspecified sprain of left ring finger, initial encounter"
S63617A,S63.617A,"Unspecified sprain of left little finger, initial encounter"
S63619A,S63.619A,"Unspecified sprain of unspecified finger, initial encounter"
S63656D,S63.656D,"Sprain of metacarpophalangeal joint of right little finger, subsequent encounter"
S6391XA,S63.91XA,"Sprain of unspecified part of right wrist and hand, initial encounter"
S6392XA,S63.92XA,"Sprain of unspecified part of left wrist and hand, initial encounter"
S6411XA,S64.11XA,"Injury of median nerve at wrist and hand level of right arm, initial encounter"
S65515A,S65.515A,"Laceration of blood vessel of left ring finger, initial encounter"
S8990XA,S89.90XA,"Unspecified injury of unspecified lower leg, initial encounter"
S8991XA,S89.91XA,"Unspecified injury of right lower leg, initial encounter"
S8992XA,S89.92XA,"Unspecified injury of left lower leg, initial encounter"
S9001XA,S90.01XA,"Contusion of right ankle, initial encounter"
S90121A,S90.121A,"Contusion of right lesser toe(s) without damage to nail, initial encounter"
S90121D,S90.121D,"Contusion of right lesser toe(s) without damage to nail, subsequent encounter"
S90122A,S90.122A,"Contusion of left lesser toe(s) without damage to nail, initial encounter"
S90122D,S90.122D,"Contusion of left lesser toe(s) without damage to nail, subsequent encounter"
S90129A,S90.129A,"Contusion of unspecified lesser toe(s) without damage to nail, initial encounter"
S90212A,S90.212A,"Contusion of left great toe with damage to nail, initial encounter"
S90221A,S90.221A,"Contusion of right lesser toe(s) with damage to nail, initial encounter"
S9031XA,S90.31XA,"Contusion of right foot, initial encounter"
S9031XD,S90.31XD,"Contusion of right foot, subsequent encounter"
S9032XA,S90.32XA,"Contusion of left foot, initial encounter"
S9032XD,S90.32XD,"Contusion of left foot, subsequent encounter"
S90416A,S90.416A,"Abrasion, unspecified lesser toe(s), initial encounter"
S90811D,S90.811D,"Abrasion, right foot, subsequent encounter"
S90821A,S90.821A,"Blister (nonthermal), right foot, initial encounter"
S90829A,S90.829A,"Blister (nonthermal), unspecified foot, initial encounter"
S90852A,S90.852A,"Superficial foreign body, left foot, initial encounter"
S90852D,S90.852D,"Superficial foreign body, left foot, subsequent encounter"
S90922A,S90.922A,"Unspecified superficial injury of left foot, initial encounter"
S91101A,S91.101A,"Unspecified open wound of right great toe without damage to nail, initial encounter"
S91101D,S91.101D,"Unspecified open wound of right great toe without damage to nail, subsequent encounter"
S91111A,S91.111A,"Laceration without foreign body of right great toe without damage to nail, initial encounter"
S91301A,S91.301A,"Unspecified open wound, right foot, initial encounter"
S91302A,S91.302A,"Unspecified open wound, left foot, initial encounter"
S91302D,S91.302D,"Unspecified open wound, left foot, subsequent encounter"
S91311A,S91.311A,"Laceration without foreign body, right foot, initial encounter"
S91331A,S91.331A,"Puncture wound without foreign body, right foot, initial encounter"
S8265XD,S82.65XD,"Nondisplaced fracture of lateral malleolus of left fibula, subsequent encounter for closed fracture with routine healing"
S8265XK,S82.65XK,"Nondisplaced fracture of lateral malleolus of left fibula, subsequent encounter for closed fracture with nonunion"
S82831A,S82.831A,"Other fracture of upper and lower end of right fibula, initial encounter for closed fracture"
S82831D,S82.831D,"Other fracture of upper and lower end of right fibula, subsequent encounter for closed fracture with routine healing"
S82832A,S82.832A,"Other fracture of upper and lower end of left fibula, initial encounter for closed fracture"
S82832D,S82.832D,"Other fracture of upper and lower end of left fibula, subsequent encounter for closed fracture with routine healing"
S82839A,S82.839A,"Other fracture of upper and lower end of unspecified fibula, initial encounter for closed fracture"
S82842A,S82.842A,"Displaced bimalleolar fracture of left lower leg, initial encounter for closed fracture"
S82852K,S82.852K,"Displaced trimalleolar fracture of left lower leg, subsequent encounter for closed fracture with nonunion"
S82892A,S82.892A,"Other fracture of left lower leg, initial encounter for closed fracture"
S82892D,S82.892D,"Other fracture of left lower leg, subsequent encounter for closed fracture with routine healing"
S82899A,S82.899A,"Other fracture of unspecified lower leg, initial encounter for closed fracture"
S8292XA,S82.92XA,"Unspecified fracture of left lower leg, initial encounter for closed fracture"
S83112D,S83.112D,"Anterior subluxation of proximal end of tibia, left knee, subsequent encounter"
S83194A,S83.194A,"Other dislocation of right knee, initial encounter"
S83204A,S83.204A,"Other tear of unspecified meniscus, current injury, left knee, initial encounter"
S83207A,S83.207A,"Unspecified tear of unspecified meniscus, current injury, left knee, initial encounter"
S83212A,S83.212A,"Bucket-handle tear of medial meniscus, current injury, left knee, initial encounter"
S83212D,S83.212D,"Bucket-handle tear of medial meniscus, current injury, left knee, subsequent encounter"
S83221A,S83.221A,"Peripheral tear of medial meniscus, current injury, right knee, initial encounter"
S83221D,S83.221D,"Peripheral tear of medial meniscus, current injury, right knee, subsequent encounter"
S83231A,S83.231A,"Complex tear of medial meniscus, current injury, right knee, initial encounter"
S83232D,S83.232D,"Complex tear of medial meniscus, current injury, left knee, subsequent encounter"
S83241A,S83.241A,"Other tear of medial meniscus, current injury, right knee, initial encounter"
S83242A,S83.242A,"Other tear of medial meniscus, current injury, left knee, initial encounter"
S83242D,S83.242D,"Other tear of medial meniscus, current injury, left knee, subsequent encounter"
S83261A,S83.261A,"Peripheral tear of lateral meniscus, current injury, right knee, initial encounter"
S83272A,S83.272A,"Complex tear of lateral meniscus, current injury, left knee, initial encounter"
S83281A,S83.281A,"Other tear of lateral meniscus, current injury, right knee, initial encounter"
S83282A,S83.282A,"Other tear of lateral meniscus, current injury, left knee, initial encounter"
S8332XA,S83.32XA,"Tear of articular cartilage of left knee, current, initial encounter"
S83411A,S83.411A,"Sprain of medial collateral ligament of right knee, initial encounter"
S83412A,S83.412A,"Sprain of medial collateral ligament of left knee, initial encounter"
S83412D,S83.412D,"Sprain of medial collateral ligament of left knee, subsequent encounter"
S83412S,S83.412S,"Sprain of medial collateral ligament of left knee, sequela"
S83421A,S83.421A,"Sprain of lateral collateral ligament of right knee, initial encounter"
S83422A,S83.422A,"Sprain of lateral collateral ligament of left knee, initial encounter"
S83512A,S83.512A,"Sprain of anterior cruciate ligament of left knee, initial encounter"
S83512D,S83.512D,"Sprain of anterior cruciate ligament of left knee, subsequent encounter"
S83512S,S83.512S,"Sprain of anterior cruciate ligament of left knee, sequela"
S8361XA,S83.61XA,"Sprain of the superior tibiofibular joint and ligament, right knee, initial encounter"
